80,-1,-50
89,-1,-34
40,33,-58
7,45,-34
10,37,-12
41,39,52
15,-5,47
46,16,44
35,24,26
51,32,25
43,26,17
27,45,23
19,42,20
38,46,22
34,62,31
40,68,19
-65,21,1
-,55,-106
-55,-40,-4
-102,36,21
-37,15,10
-81,7,-18
-78,-4,8
-70,11,2
-74,-7,2
-69,-7,5
-67,-6,10
-61,-9,12
-59,-7,12
-59,-3,13
-72,-16,34
-84,-14,55
-90,-4,31
-61,-4,21
-80,-19,-47
-28,-8,-24
-41,14,-26
-24,11,-33
-42,3,-46
-46,-3,-54
-42,3,-52
-41,1,-52
-50,6,-51
-40,14,-46
-44,4,-48
-45,3,-50
-42,5,-47
-44,2,-48
-44,3,-49
-43,3,-48
-41,4,-49
-40,4,-48
-41,5,-48
-43,6,-49
-43,3,-49
-43,4,-48
-43,5,-48
-44,3,-50
-42,3,-51
-41,2,-49
-41,3,-50
-42,4,-49
-42,3,-50
-42,3,-51
-42,4,-49
-41,4,-50
-41,4,-50
-42,2,-49
-42,3,-49
-43,2,-48
-46,5,-45
-41,7,-42
-36,-2,-44
-34,12,-11
-28,-5,-17
-45,-20,-33
-49,-28,-51
-53,-31,-59
-32,-46,-47
-48,-62,-59
-25,-7,-40
-21,-10,-46
-11,-8,-15
-28,-41,-32
-35,-61,-53
-32,-55,-79
-31,-54,-59
-38,-35,-30
-20,-41,-37
-10,-43,-37
-7,-41,-49
-6,-44,-51
-5,-53,-56
8,-39,-52
-2,-37,-50
-10,-34,-47
-1,-38,-51
-2,-48,-43
13,-48,-38
-2,-39,-50
-6,-26,-52
-9,-35,-61
-7,-37,-58
-5,-44,-57
-3,-74,-67
12,-56,-62
9,-42,-44
-2,-52,-30
7,-36,-24
-15,-50,-26
-1,-68,-35
-6,-57,-61
9,-42,-61
5,-39,-55
-3,-43,-46
-6,-59,-53
-1,-60,-53
7,-58,-35
5,-55,-25
-7,-42,-26
-4,-49,-26
-10,-62,-32
-9,-63,-40
-8,-53,-40
-1,-47,-35
-5,-47,-34
-8,-52,-37
-8,-55,-45
-9,-68,-52
-3,-70,-39
-4,-56,-33
-6,-48,-19
-2,-51,-11
-6,-61,-23
-19,-74,-26
6,-46,-40
-6,-59,-30
12,-54,-40
1,-53,-37
-2,-55,-33
-11,-58,-29
-6,-56,-24
3,-65,-21
6,-62,-29
0,-60,-37
6,-57,-32
8,-53,-22
1,-54,-24
3,-58,-39
-3,-62,-62
25,-29,-39
20,-44,-40
26,-40,-48
19,-43,-43
18,-40,-59
-2,-36,-50
-11,-34,-44
-29,-32,-52
-20,-30,-54
-28,-23,-39
-6,-35,-27
-9,-48,-28
-1,-69,-37
4,-68,-52
-3,-60,-59
-2,-52,-45
9,-54,-47
7,-52,-42
-9,-54,-54
-3,-50,-39
-6,-50,-27
-4,-43,-39
-2,-43,-46
4,-53,-48
-2,-44,-49
-2,-47,-49
-3,-47,-43
-1,-46,-41
-2,-49,-39
-4,-51,-37
-9,-51,-37
0,-48,-42
1,-47,-38
-1,-49,-41
-2,-51,-39
-1,-49,-44
1,-50,-38
-1,-50,-40
-1,-48,-43
1,-52,-40
-1,-52,-38
-5,-50,-37
-4,-48,-35
-7,-48,-45
-1,-49,-38
-5,-49,-41
-7,-51,-40
-6,-50,-38
-7,-49,-45
-3,-50,-36
-9,-47,-43
-2,-49,-41
-4,-52,-41
-8,-50,-38
-8,-51,-37
-7,-53,-35
-11,-50,-36
-7,-50,-40
-6,-47,-44
-5,-49,-44
-5,-48,-41
-6,-47,-43
-5,-48,-42
-7,-47,-44
-7,-50,-41
-9,-49,-40
-9,-50,-40
-11,-51,-37
-14,-51,-38
-20,-50,-37
-9,-48,-33
-7,-47,-37
-7,-46,-45
-8,-46,-52
-9,-47,-46
-12,-48,-40
-9,-58,-36
-2,-49,-41
-6,-46,-39
-6,-53,-37
6,-53,-39
-3,-53,-33
-3,-52,-38
-5,-52,-38
-12,-53,-43
-3,-58,-39
-1,-50,-34
-6,-51,-33
-6,-51,-34
-15,-48,-40
-20,-52,-27
-13,-52,-30
-15,-50,-36
-12,-62,-39
-1,-49,-35
-9,-53,-31
-3,-57,-35
1,-53,-34
-1,-51,-34
-5,-50,-40
0,-48,-39
-6,-49,-41
0,-51,-52
-1,-45,-45
0,-45,-43
1,-47,-49
10,-51,-58
7,-49,-49
-9,-37,-38
-8,-38,-36
2,-35,-52
15,-37,-53
15,-38,-52
12,-48,-57
6,-38,-52
6,-43,-42
12,-45,-36
19,-44,-43
12,-47,-47
8,-44,-42
6,-51,-33
3,-56,-36
2,-55,-44
6,-58,-43
-3,-48,-39
2,-49,-40
3,-53,-38
0,-55,-38
-4,-52,-37
-8,-51,-35
-7,-50,-35
-1,-50,-41
1,-47,-44
4,-50,-42
-1,-43,-43
0,-44,-42
7,-48,-41
8,-48,-35
11,-46,-28
9,-50,-26
26,-51,-26
16,-45,-25
29,-49,-28
25,-52,-16
30,-63,-21
22,-67,-34
14,-59,-23
20,-58,-29
28,-50,-36
38,-48,-44
35,-56,-45
38,-39,-27
37,-30,-38
33,-27,-55
28,-27,-34
29,-30,-45
28,-27,-32
38,-31,-47
30,-29,-39
32,-31,-37
30,-27,-53
26,-27,-50
30,-30,-52
26,-35,-44
26,-37,-52
31,-40,-42
33,-36,-38
30,-33,-48
22,-27,-41
25,-27,-55
23,-44,-56
22,-26,-43
32,-33,-53
31,-27,-49
32,-32,-38
32,-26,-51
40,-43,-40
38,-52,-36
46,-52,-39
33,-42,-28
25,-42,-23
32,-45,-27
25,-44,-34
17,-47,-39
13,-48,-26
13,-54,-28
11,-60,-26
11,-62,-27
2,-64,-18
4,-51,-24
-9,-45,-38
-5,-43,-45
-17,-50,-42
-14,-50,-44
-9,-55,-40
1,-60,-39
0,-63,-40
-3,-51,-35
5,-47,-46
7,-46,-44
12,-43,-41
20,-48,-45
10,-45,-39
11,-46,-41
8,-51,-33
11,-55,-31
1,-52,-36
-1,-60,-35
0,-54,-38
2,-48,-39
7,-46,-22
3,-56,-34
8,-51,-38
-7,-59,-32
-10,-59,-46
11,-59,-39
3,-52,-27
3,-53,-27
12,-50,-43
13,-52,-54
11,-47,-47
21,-53,-48
35,-38,-55
33,-35,-51
37,-26,-62
-3,-4,-88
-32,-18,-70
-46,21,-74
-43,20,-27
-25,27,-20
-48,39,-28
-36,46,-10
-38,48,-6
-31,55,1
-30,54,1
-23,56,6
-19,56,-14
-7,46,-6
-5,51,-29
38,40,-38
35,47,-18
31,45,-5
50,47,-28
27,42,1
33,58,-36
35,51,-21
30,50,-25
27,48,-18
25,47,-23
26,50,-21
27,50,-17
20,58,-32
9,58,-34
-16,77,-67
-27,65,-61
22,24,-2
27,7,34
12,41,27
1,78,-43
13,68,-27
10,62,-21
8,60,-26
13,54,-12
2,52,-12
-15,63,-24
-12,65,-34
-13,58,-44
-15,54,-39
-12,52,-43
-12,54,-49
-15,54,-42
-20,56,-36
-15,55,-27
-23,50,-26
-18,49,-18
-9,44,-13
-33,29,-30
-64,27,-17
-74,27,-35
-42,35,-40
-54,22,-31
-45,4,-36
-34,19,-36
-49,28,-36
-43,36,-38
-43,24,-39
-51,32,-63
-48,25,-37
-40,15,-36
-27,33,-41
-31,36,-50
-38,34,-47
-31,29,-43
-38,27,-40
-38,26,-44
-41,30,-41
-41,29,-47
-35,27,-41
-40,28,-45
-46,29,-41
-50,31,-37
-38,28,-48
-31,25,-49
-25,26,-50
-14,24,-57
-15,27,-56
-17,29,-54
-18,29,-55
-17,28,-55
-25,29,-57
-24,29,-56
-25,31,-59
-28,31,-56
-28,30,-52
-22,29,-54
-24,30,-56
-23,30,-55
-23,31,-55
-24,31,-57
-24,29,-52
-25,30,-53
-25,30,-54
-26,29,-59
-22,27,-51
-22,30,-50
-28,30,-54
-28,27,-51
-28,27,-56
-26,29,-51
-30,31,-48
-38,29,-51
-27,23,-41
-24,29,-53
-28,32,-57
-32,31,-53
-35,28,-46
-21,28,-51
-16,29,-61
-27,26,-55
-39,22,-59
-31,19,-26
-30,24,-55
-31,30,-57
-35,27,-54
-38,20,-53
-32,19,-42
-30,23,-52
-33,27,-52
-33,26,-55
-31,22,-49
-30,22,-47
-30,22,-51
-36,19,-57
